sensor_id,datetime,timezone,longitude,latitude,order_id,vehicle_id
b338772e-57cc-4ce1-bbbb-afd80d6f0bf2,00:00.0,Europe/Skopje,22.72778,41.44056,62c2447cfc13ae029c00072c,V16U4YQIS
db1e2fe0-ca31-4fc0-b353-3a5fbd12cc3f,00:00.0,America/Bogota,-76.416372,5.41139,62c2447bfc13ae029c0000ae,HEIFU8XIG
b338772e-57cc-4ce1-bbbb-afd80d6f0bf2,00:00.0,America/New_York,-80.31823,27.27476,62c2447cfc13ae029c00072c,V16U4YQIS
b338772e-57cc-4ce1-bbbb-afd80d6f0bf2,00:00.0,Asia/Yekaterinburg,47.4687165,55.8547803,62c2447cfc13ae029c00072c,V16U4YQIS
db1e2fe0-ca31-4fc0-b353-3a5fbd12cc3f,00:00.0,America/Costa_Rica,-84.0792946,9.9356473,62c2447bfc13ae029c0000ae,HEIFU8XIG
b338772e-57cc-4ce1-bbbb-afd80d6f0bf2,00:00.0,Africa/Bissau,-14.652952,12.1735243,62c2447cfc13ae029c00072c,V16U4YQIS
6c594dac-cfbd-4720-93d6-f698568119ca,00:00.0,Asia/Ho_Chi_Minh,105.4969964,21.1032279,62c2447cfc13ae029c000642,5RW5MTYSA
db1e2fe0-ca31-4fc0-b353-3a5fbd12cc3f,00:00.0,Europe/Prague,16.9143454,49.8398148,62c2447bfc13ae029c0000ae,HEIFU8XIG
b338772e-57cc-4ce1-bbbb-afd80d6f0bf2,00:00.0,Asia/Shanghai,109.493107,36.591213,62c2447cfc13ae029c00072c,V16U4YQIS
6c594dac-cfbd-4720-93d6-f698568119ca,00:00.0,Asia/Chongqing,106.002647,33.026386,62c2447cfc13ae029c000642,5RW5MTYSA
b338772e-57cc-4ce1-bbbb-afd80d6f0bf2,00:00.0,Asia/Jakarta,108.9264524,-7.0606502,62c2447cfc13ae029c00072c,V16U4YQIS
db1e2fe0-ca31-4fc0-b353-3a5fbd12cc3f,00:00.0,America/Bogota,-73.7242486,10.5289556,62c2447bfc13ae029c0000ae,HEIFU8XIG
f118e727-3423-42c1-b808-585789b2b6fa,00:00.0,Europe/Berlin,13.3728893,52.4639426,62c2447cfc13ae029c00042a,DEJTZS8VE
6c594dac-cfbd-4720-93d6-f698568119ca,00:00.0,Asia/Chongqing,105.843357,32.435435,62c2447cfc13ae029c000642,5RW5MTYSA
39624823-6939-4fe4-8bf1-16e3a5da20d2,00:00.0,Europe/Malta,14.47611,35.90556,62c2447cfc13ae029c00073c,VS7OLBPJF
04913c09-c684-4b91-9c47-1f1fdcf80afc,00:00.0,Asia/Manila,123.9469641,9.9368373,62c2447bfc13ae029c00003e,JE7WAUKFU
3f235328-cc99-46b3-883e-a46a7d1a4c0e,12:00.0,Asia/Damascus,37.68357,33.77974,62c2447cfc13ae029c0005f4,FU1RD5N1U
6c594dac-cfbd-4720-93d6-f698568119ca,00:00.0,Asia/Manila,121.990643,12.405227,62c2447cfc13ae029c000642,5RW5MTYSA
f118e727-3423-42c1-b808-585789b2b6fa,00:00.0,Europe/Stockholm,12.2573683,57.0973349,62c2447cfc13ae029c00042a,DEJTZS8VE
6c594dac-cfbd-4720-93d6-f698568119ca,00:00.0,Asia/Jakarta,115.1918802,-8.3765619,62c2447cfc13ae029c000642,5RW5MTYSA
7808beed-c103-4d75-9ad8-c52e949958dd,00:00.0,Asia/Chongqing,104.450091,34.639007,62c2447cfc13ae029c000214,81N0JO48E
04913c09-c684-4b91-9c47-1f1fdcf80afc,00:00.0,Asia/Shanghai,109.183333,23.72892,62c2447bfc13ae029c00003e,JE7WAUKFU
3f235328-cc99-46b3-883e-a46a7d1a4c0e,24:00.0,Asia/Harbin,100.812859,38.430793,62c2447cfc13ae029c0005f4,FU1RD5N1U
6c594dac-cfbd-4720-93d6-f698568119ca,00:00.0,Asia/Dushanbe,69.0254926,39.8772715,62c2447cfc13ae029c000642,5RW5MTYSA
39624823-6939-4fe4-8bf1-16e3a5da20d2,00:00.0,Asia/Shanghai,119.569989,32.434672,62c2447cfc13ae029c00073c,VS7OLBPJF
f118e727-3423-42c1-b808-585789b2b6fa,00:00.0,Asia/Manila,124.7568082,8.5131518,62c2447cfc13ae029c00042a,DEJTZS8VE
04913c09-c684-4b91-9c47-1f1fdcf80afc,00:00.0,Asia/Jakarta,106.8643671,-6.2163932,62c2447bfc13ae029c00003e,JE7WAUKFU
3f235328-cc99-46b3-883e-a46a7d1a4c0e,36:00.0,Asia/Manila,121.015242,14.5660577,62c2447cfc13ae029c0005f4,FU1RD5N1U
7808beed-c103-4d75-9ad8-c52e949958dd,00:00.0,Europe/Riga,26.7522536,57.1714821,62c2447cfc13ae029c000214,81N0JO48E
04913c09-c684-4b91-9c47-1f1fdcf80afc,00:00.0,Asia/Jayapura,140.4101474,-2.4655425,62c2447bfc13ae029c00003e,JE7WAUKFU
3f235328-cc99-46b3-883e-a46a7d1a4c0e,48:00.0,Asia/Manila,120.9518182,14.967193,62c2447cfc13ae029c0005f4,FU1RD5N1U
7808beed-c103-4d75-9ad8-c52e949958dd,00:00.0,Europe/Lisbon,-8.5462218,40.7063972,62c2447cfc13ae029c000214,81N0JO48E
3f235328-cc99-46b3-883e-a46a7d1a4c0e,00:00.0,Europe/Belgrade,20.5735568,45.2599884,62c2447cfc13ae029c0005f4,FU1RD5N1U
7808beed-c103-4d75-9ad8-c52e949958dd,00:00.0,Asia/Manila,122.955697,14.048167,62c2447cfc13ae029c000214,81N0JO48E
ecdca267-1430-48f1-ad9a-936fa0fe26fd,00:00.0,Asia/Shanghai,112.8915932,30.5211502,62c2447bfc13ae029c0000a8,816L4EJ0X
5a573cd9-91f5-4718-9def-b411cfce33f7,00:00.0,America/Managua,-84.4971588,10.0445164,62c2447bfc13ae029c00005a,N55RSB06V
c2a90637-b453-4d14-9305-c28ec10ca82a,00:00.0,Asia/Shanghai,112.4962138,34.6914551,62c2447cfc13ae029c00024e,BZE2WZ7PD
ecdca267-1430-48f1-ad9a-936fa0fe26fd,00:00.0,Europe/Belgrade,20.3589241,45.2414259,62c2447bfc13ae029c0000a8,816L4EJ0X
70d7be84-71cb-4868-a10d-f9e7e6f85b17,24:00.0,Asia/Bangkok,99.9457043,12.2015729,62c2447bfc13ae029c0001b0,8TONGFD7Q
b872ff9f-678c-4898-a5e6-bde99c26c83b,00:00.0,Asia/Shanghai,106.339791,32.203257,62c2447dfc13ae029c0007ac,QKWNC4WA1
1b4157ed-1383-479e-844f-ed137f705388,00:00.0,Asia/Chongqing,111.89524,22.469575,62c2447bfc13ae029c000014,6AD7RSYW7
c2a90637-b453-4d14-9305-c28ec10ca82a,00:00.0,Asia/Karachi,73.6856659,32.0544346,62c2447cfc13ae029c00024e,BZE2WZ7PD
70d7be84-71cb-4868-a10d-f9e7e6f85b17,48:00.0,Europe/Warsaw,18.3095531,51.7555981,62c2447bfc13ae029c0001b0,8TONGFD7Q
7c637c8a-019b-4131-8dc5-9c5edf016d56,24:00.0,Asia/Harbin,118.337521,29.714699,62c2447bfc13ae029c00007c,LLS6LJYCD
c4b337d6-6214-46af-aaaa-5f74bb02dcde,00:00.0,America/Los_Angeles,-122.6788535,45.5155832,62c2447cfc13ae029c0005b4,6L9MWL38D
ce995a08-7710-471c-8028-44d742493952,48:00.0,Europe/Zagreb,17.3855429,45.8316463,62c2447bfc13ae029c0000a4,OMRD5GGED
bff762a2-f9c1-45c8-91e1-d8238548d656,08:34.3,Asia/Chongqing,115.484454,33.86,62c2447cfc13ae029c0004da,9MHQJIBZ0
70d7be84-71cb-4868-a10d-f9e7e6f85b17,12:00.0,Asia/Harbin,107.237743,34.363184,62c2447bfc13ae029c0001b0,8TONGFD7Q
f85eabb6-8316-48bc-85b5-7b865d99f1f1,36:00.0,Pacific/Palau,140.4108333,8.1333333,62c2447cfc13ae029c000208,NLHL0KNO4
1b4157ed-1383-479e-844f-ed137f705388,00:00.0,Asia/Manila,121.061708,14.582807,62c2447bfc13ae029c000014,6AD7RSYW7
c2a90637-b453-4d14-9305-c28ec10ca82a,00:00.0,Asia/Tehran,51.6471987,35.3252407,62c2447cfc13ae029c00024e,BZE2WZ7PD
5a573cd9-91f5-4718-9def-b411cfce33f7,00:00.0,Europe/Moscow,33.279163,55.1518222,62c2447bfc13ae029c00005a,N55RSB06V
7c637c8a-019b-4131-8dc5-9c5edf016d56,48:00.0,Europe/Belgrade,19.7859556,42.7362477,62c2447bfc13ae029c00007c,LLS6LJYCD
ecdca267-1430-48f1-ad9a-936fa0fe26fd,00:00.0,Asia/Riyadh,49.6299077,25.3141558,62c2447bfc13ae029c0000a8,816L4EJ0X
bb6f5199-b521-4f3e-aacf-a83b6797afac,00:00.0,Asia/Shanghai,114.872199,30.453667,62c2447cfc13ae029c0004dc,O1FY5LBL8
70d7be84-71cb-4868-a10d-f9e7e6f85b17,36:00.0,Europe/Belgrade,19.6907882,44.7488612,62c2447bfc13ae029c0001b0,8TONGFD7Q
ce995a08-7710-471c-8028-44d742493952,36:00.0,Europe/Moscow,32.2925645,60.0016249,62c2447bfc13ae029c0000a4,OMRD5GGED
bff762a2-f9c1-45c8-91e1-d8238548d656,17:08.6,Asia/Chongqing,121.0134482,14.5662555,62c2447cfc13ae029c0004da,9MHQJIBZ0
b872ff9f-678c-4898-a5e6-bde99c26c83b,00:00.0,America/Montevideo,-56.2202946,-34.0948167,62c2447dfc13ae029c0007ac,QKWNC4WA1
7c637c8a-019b-4131-8dc5-9c5edf016d56,12:00.0,Asia/Shanghai,111.170552,25.771635,62c2447bfc13ae029c00007c,LLS6LJYCD
f85eabb6-8316-48bc-85b5-7b865d99f1f1,12:00.0,Asia/Ho_Chi_Minh,106.2327247,21.3392818,62c2447cfc13ae029c000208,NLHL0KNO4
1b4157ed-1383-479e-844f-ed137f705388,00:00.0,Europe/Oslo,10.9469346,59.221847,62c2447bfc13ae029c000014,6AD7RSYW7
70d7be84-71cb-4868-a10d-f9e7e6f85b17,00:00.0,Asia/Chongqing,113.393516,31.325748,62c2447bfc13ae029c0001b0,8TONGFD7Q
c2a90637-b453-4d14-9305-c28ec10ca82a,00:00.0,America/Santiago,-73.6138821,-43.1169327,62c2447cfc13ae029c00024e,BZE2WZ7PD
ce995a08-7710-471c-8028-44d742493952,24:00.0,America/Mexico_City,-103.3977222,20.7303804,62c2447bfc13ae029c0000a4,OMRD5GGED
bff762a2-f9c1-45c8-91e1-d8238548d656,25:42.9,Asia/Novosibirsk,82.6615789,55.0214573,62c2447cfc13ae029c0004da,9MHQJIBZ0
7c637c8a-019b-4131-8dc5-9c5edf016d56,36:00.0,Asia/Pyongyang,127.6124552,39.9838002,62c2447bfc13ae029c00007c,LLS6LJYCD
f85eabb6-8316-48bc-85b5-7b865d99f1f1,48:00.0,Asia/Aden,48.01667,15.01667,62c2447cfc13ae029c000208,NLHL0KNO4
ce995a08-7710-471c-8028-44d742493952,12:00.0,America/Sao_Paulo,-48.9561869,-26.9265749,62c2447bfc13ae029c0000a4,OMRD5GGED
bff762a2-f9c1-45c8-91e1-d8238548d656,34:17.1,Asia/Tokyo,137.4474511,36.8047032,62c2447cfc13ae029c0004da,9MHQJIBZ0
7c637c8a-019b-4131-8dc5-9c5edf016d56,00:00.0,America/Edmonton,-111.90181,51.63343,62c2447bfc13ae029c00007c,LLS6LJYCD
ecdca267-1430-48f1-ad9a-936fa0fe26fd,00:00.0,Europe/Stockholm,16.3578112,58.5493379,62c2447bfc13ae029c0000a8,816L4EJ0X
1b4157ed-1383-479e-844f-ed137f705388,00:00.0,America/Sao_Paulo,-49.0817124,-22.5698961,62c2447bfc13ae029c000014,6AD7RSYW7
c2a90637-b453-4d14-9305-c28ec10ca82a,00:00.0,Africa/Johannesburg,27.6170798,-24.9250707,62c2447cfc13ae029c00024e,BZE2WZ7PD
b872ff9f-678c-4898-a5e6-bde99c26c83b,00:00.0,Europe/Moscow,43.278773,43.6947273,62c2447dfc13ae029c0007ac,QKWNC4WA1
c4b337d6-6214-46af-aaaa-5f74bb02dcde,00:00.0,Asia/Shanghai,113.121435,23.021478,62c2447cfc13ae029c0005b4,6L9MWL38D
ce995a08-7710-471c-8028-44d742493952,00:00.0,Europe/Warsaw,21.5903277,52.7765719,62c2447bfc13ae029c0000a4,OMRD5GGED
bb6f5199-b521-4f3e-aacf-a83b6797afac,00:00.0,Europe/Paris,2.0362602,49.1025395,62c2447cfc13ae029c0004dc,O1FY5LBL8
bff762a2-f9c1-45c8-91e1-d8238548d656,42:51.4,Asia/Chongqing,117.087614,36.200252,62c2447cfc13ae029c0004da,9MHQJIBZ0
f85eabb6-8316-48bc-85b5-7b865d99f1f1,24:00.0,Asia/Jakarta,106.8060388,-6.9684303,62c2447cfc13ae029c000208,NLHL0KNO4
1b4157ed-1383-479e-844f-ed137f705388,00:00.0,Europe/Sarajevo,19.0735581,43.5571062,62c2447bfc13ae029c000014,6AD7RSYW7
c2a90637-b453-4d14-9305-c28ec10ca82a,00:00.0,Europe/Athens,23.5963957,40.4868316,62c2447cfc13ae029c00024e,BZE2WZ7PD
ce995a08-7710-471c-8028-44d742493952,48:00.0,Europe/Helsinki,24.4154907,60.0557978,62c2447bfc13ae029c0000a4,OMRD5GGED
bff762a2-f9c1-45c8-91e1-d8238548d656,51:25.7,Asia/Shanghai,109.493107,36.591213,62c2447cfc13ae029c0004da,9MHQJIBZ0
